,links,Name,Edition,Distance,Color,Price
713,https://www.carpages.ca/used-cars/british-columbia/port-moody/2015-dodge-grand-caravan-8472144/,2015 Dodge Grand Caravan,SE,"78,027KM",Black,"$19,500"
714,https://www.carpages.ca/new-cars/manitoba/winnipeg/2022-toyota-sienna-8471376/,2022 Toyota Sienna,LE 8 PASSENGER/ Factory Order - Custom,CALL,Super White,"$44,483"
715,https://www.carpages.ca/new-cars/british-columbia/salmon-arm/2022-ford-escape-8471355/,2022 Ford Escape,4DR SEL FHEV,CALL,Carbonized Grey Metallic,"$41,794"
716,https://www.carpages.ca/new-cars/british-columbia/salmon-arm/2022-ford-f-150-8471334/,2022 Ford F-150,4x4 Supercrew-145,CALL,ATLAS BLUE,"$63,730"
717,https://www.carpages.ca/used-cars/ontario/oakville/2019-tesla-model-3-8470887/,2019 Tesla Model 3,"STEALTH PERFORMANCE AUTOPILOT, TRACK MODE!","41,000KM",Grey,"$76,950"
718,https://www.carpages.ca/new-cars/ontario/peterborough/2022-ford-escape-8470464/,2022 Ford Escape,SEL Hybrid,CALL,ICONIC SILVER,"$41,944"
719,https://www.carpages.ca/new-cars/ontario/peterborough/2022-ford-escape-8470455/,2022 Ford Escape,Titanium Hybrid,CALL,PRISTINE WHITE,"$44,494"
720,https://www.carpages.ca/new-cars/british-columbia/sechelt/2022-ford-explorer-8470227/,2022 Ford Explorer,Limited Hybrid  - Leather Seats - $373 B/W,CALL,Stone Blue Metallic,"$58,544"
721,https://www.carpages.ca/used-cars/ontario/ottawa/2018-toyota-rav4-8469939/,2018 Toyota RAV4,AWD Hybrid SE  - Navigation -  Sunroof - $289 B/W,"133,218KM",Blk Sand Prl,"$36,698"
722,https://www.carpages.ca/used-cars/ontario/oakville/2018-toyota-rav4-8467743/,2018 Toyota RAV4,Hybrid LTD - NAVI - SUNROOF - LEATHER - TECH FEATURES,"75,000KM",White,"$39,988"
723,https://www.carpages.ca/new-cars/nova-scotia/halifax/2022-hyundai-tucson-8467320/,2022 Hyundai Tucson,Hybrid TEST DRIVE ONLY Luxury,"17,982KM",Deep Sea Blue,"$41,224"
724,https://www.carpages.ca/new-cars/ontario/mississauga/2022-ford-f-150-8467140/,2022 Ford F-150,XLT,23KM,ICONIC SILVER,"$64,890"
725,https://www.carpages.ca/new-cars/ontario/mississauga/2022-ford-f-150-8467131/,2022 Ford F-150,XLT,20KM,Carbonized Grey,"$64,390"
726,https://www.carpages.ca/new-cars/ontario/mississauga/2022-ford-f-150-8467128/,2022 Ford F-150,XLT,20KM,Agate Black,"$59,425"
727,https://www.carpages.ca/new-cars/manitoba/selkirk/2022-jeep-wrangler-8466591/,2022 Jeep Wrangler,Unlimited Rubicon 4xe  - Heated Seats,18KM,FIRECRACKER RED C/C,"$73,005"
728,https://www.carpages.ca/new-cars/saskatchewan/saskatoon/2022-ram-1500-8463411/,2022 RAM 1500,"Tradesman-4WD, Back Up Camera, Bluetooth",27KM,Bright White,"$56,325"
729,https://www.carpages.ca/new-cars/manitoba/winnipeg/2022-ram-1500-8463357/,2022 RAM 1500,Tradesman | Backup Camera |,23KM,Granite Crystal Metallic,"$60,880"
730,https://www.carpages.ca/new-cars/manitoba/winnipeg/2022-ram-1500-8463351/,2022 RAM 1500,Tradesman | Backup Camera |,13KM,RED PEARL,"$55,530"
731,https://www.carpages.ca/new-cars/manitoba/winnipeg/2022-ram-1500-8463348/,2022 RAM 1500,Tradesman | Backup Camera |,14KM,Bright White,"$55,135"
732,https://www.carpages.ca/new-cars/ontario/mississauga/2022-ford-f-150-8462196/,2022 Ford F-150,XLT,CALL,ICONIC SILVER,"$65,840"
733,https://www.carpages.ca/new-cars/ontario/mississauga/2022-ford-f-150-8462181/,2022 Ford F-150,XLT,20KM,Carbonized Grey,"$65,840"
734,https://www.carpages.ca/new-cars/northwest-territories/yellowknife/2022-jeep-wrangler-8460066/,2022 Jeep Wrangler,4xe,1KM,White,"$67,820"
735,https://www.carpages.ca/used-cars/manitoba/winnipeg/2022-tesla-model-3-8459646/,2022 Tesla Model 3,Long Range Special Bonus Included,94KM,Pearl White Multi-Coat,"$84,992"
736,https://www.carpages.ca/used-cars/manitoba/winnipeg/2015-lexus-ct-200h-8457882/,2015 Lexus CT 200h,200h | Hybrid | Heated Front Seats |,"87,336KM",White,"$26,477"
737,https://www.carpages.ca/used-cars/british-columbia/port-coquitlam/2017-tesla-model-x-8456637/,2017 Tesla Model X,"100D - 6 Seater, One Owner, PST Exempt!","102,000KM",Black,"$104,995"
738,https://www.carpages.ca/used-cars/ontario/mississauga/2016-ford-f-150-8456319/,2016 Ford F-150,XLT,"204,082KM",White Platinum Metallic Tri-Coat,"$26,496"
739,https://www.carpages.ca/used-cars/british-columbia/surrey/2021-tesla-model-3-8455755/,2021 Tesla Model 3,Long Range  Carbon Fiber Mirrors & Spoiler/ 2 Sets of Wheels & Tires,"46,416KM",Baltic Grey Metallic,"$81,130"
740,https://www.carpages.ca/used-cars/british-columbia/black-creek/2017-toyota-rav4--awd-8453418/,2017 Toyota RAV4  AWD,Limited,"183,728KM",Blue,"$33,995"
741,https://www.carpages.ca/new-cars/manitoba/winnipeg/2022-audi-a8-8452677/,2022 Audi A8,L,90KM,Mythos Black Metallic,"$136,609"
742,https://www.carpages.ca/new-cars/manitoba/winnipeg/2022-audi-q5-8452647/,2022 Audi Q5,Komfort,90KM,Mythos Black Metallic,"$60,544"
743,https://www.carpages.ca/new-cars/manitoba/winnipeg/2022-audi-q7-8452635/,2022 Audi Q7,PROGRESSIV,90KM,Mythos Black Metallic,"$90,709"
744,https://www.carpages.ca/used-cars/ontario/nipigon/2018-ford-f-150-8451306/,2018 Ford F-150,XLT,"97,015KM",SHADOW BLACK,"$44,860.50"
745,https://www.carpages.ca/new-cars/ontario/north-bay/2022-hyundai-elantra-8450550/,2022 Hyundai Elantra,Hybrid Preferred,44KM,SPACE BLACK,"$27,024"
746,https://www.carpages.ca/new-cars/manitoba/winnipeg/2022-toyota-highlander-8450175/,2022 Toyota Highlander,Hybrid Limited PLATINUM PKG/ Factory Order - Custom,CALL,Wind Chill Pearl,"$60,548"
747,https://www.carpages.ca/new-cars/manitoba/winnipeg/2022-toyota-highlander-8450172/,2022 Toyota Highlander,Hybrid Limited Factory Order - Custom,CALL,Celestial Silver Metallic,"$58,633"
748,https://www.carpages.ca/new-cars/manitoba/winnipeg/2022-toyota-highlander-8450169/,2022 Toyota Highlander,Hybrid XLE Factory Order - Custom,CALL,Ruby Flare Pearl,"$53,093"
749,https://www.carpages.ca/new-cars/manitoba/winnipeg/2022-toyota-rav4-8450166/,2022 Toyota RAV4,Hybrid SE Factory Order - Custom,CALL,Cavalry Blue,"$41,583"
750,https://www.carpages.ca/new-cars/manitoba/winnipeg/2022-toyota-rav4-8450163/,2022 Toyota RAV4,Hybrid Limited Factory Order - Custom,CALL,Blizzard Pearl,"$47,908"
751,https://www.carpages.ca/used-cars/ontario/london/2019-ford-fusion-8449758/,2019 Ford Fusion,Titanium Hybrid+GPS+Cooled Seats+Tech PKG,"44,000KM",White,"$31,999"
752,https://www.carpages.ca/new-cars/saskatchewan/saskatoon/2022-jeep-wrangler-8448777/,2022 Jeep Wrangler,Unlimited Rubicon,CALL,Snazzberry Pearlcoat,"$69,195"
753,https://www.carpages.ca/used-cars/british-columbia/vancouver/2019-nissan-leaf-8448597/,2019 Nissan Leaf,"SV - Zero Emissions! Non Smoker, Save on Fuel!","45,475KM",Black,"$38,200"
754,https://www.carpages.ca/used-cars/ontario/ottawa/2016-ford-f-150-8447460/,2016 Ford F-150,Lariat,"74,178KM",RACE RED,"$42,997"
755,https://www.carpages.ca/new-cars/saskatchewan/saskatoon/2022-ram-1500-8447400/,2022 RAM 1500,Limited,CALL,Ivory White Tri-Coat Pearlcoat,"$86,680"
756,https://www.carpages.ca/new-cars/saskatchewan/saskatoon/2022-jeep-wrangler-8447379/,2022 Jeep Wrangler,Unlimited Sahara,CALL,Firecracker Red Clearcoat,"$58,125"
757,https://www.carpages.ca/used-cars/ontario/kanata/2017-hyundai-ioniq-8447187/,2017 Hyundai IONIQ,Electric Limited  - $235 B/W,"75,885KM",Silver,"$29,888"
758,https://www.carpages.ca/used-cars/saskatchewan/saskatoon/2011-gmc-yukon-8445933/,2011 GMC Yukon,Hybrid Denali SAVE ON FUEL!!,"205,000KM",Black,"$16,499"
759,https://www.carpages.ca/used-cars/manitoba/winnipeg/2017-lexus-ct-200h-8445729/,2017 Lexus CT 200h,f-sports,"78,867KM",White[Eminent White Pearl],"$31,000"
760,https://www.carpages.ca/used-cars/ontario/oakville/2021-tesla-model-y-8445294/,2021 Tesla Model Y,"STANDARD RANGE PLUS SELF DRIVING, REAR WHEEL DRIVE","34,500KM",White,"$84,400"
761,https://www.carpages.ca/used-cars/nova-scotia/hebbville/2019-audi-a6-8443716/,2019 Audi A6,TECHNIK,"35,676KM",Black,"$55,992"
762,https://www.carpages.ca/new-cars/ontario/mississauga/2022-ford-f-150-8443647/,2022 Ford F-150,Lariat,20KM,Agate Black,"$76,145"
763,https://www.carpages.ca/new-cars/ontario/mississauga/2022-ford-f-150-8443626/,2022 Ford F-150,XLT,20KM,Carbonized Grey,"$65,840"
764,https://www.carpages.ca/new-cars/ontario/mississauga/2022-ford-f-150-8443617/,2022 Ford F-150,XLT,20KM,ATLAS BLUE,"$65,840"
765,https://www.carpages.ca/used-cars/ontario/vaughan/2015-porsche-cayenne-8442825/,2015 Porsche Cayenne,S E-Hybrid/PREMIUM PLUS/ 21 IN WHEELS/ BOSE / PANO,"140,527KM",Black,"$48,888"
766,https://www.carpages.ca/new-cars/ontario/cornwall/2022-ford-f-150-8441562/,2022 Ford F-150,4X4 SUPERCREW XLT 302A HYBRID,CALL,Silver,"$71,120"
767,https://www.carpages.ca/used-cars/ontario/chatham/2019-toyota-prius-8438838/,2019 Toyota Prius,Technology package. FWD #4.4L/100kms! SAVE FUEL!,"27,028KM",,"$36,998"
768,https://www.carpages.ca/new-cars/saskatchewan/regina/2022-jeep-wrangler-8438469/,2022 Jeep Wrangler,4xe Unlimited Rubicon | Leather | Navigation |,3KM,FIRECRACKER RED,"$76,014"
769,https://www.carpages.ca/new-cars/ontario/mississauga/2022-ford-f-150-8437866/,2022 Ford F-150,XLT,20KM,Oxford White,"$65,840"
770,https://www.carpages.ca/new-cars/ontario/mississauga/2022-ford-f-150-8437863/,2022 Ford F-150,XLT,20KM,ICONIC SILVER,"$64,970"
771,https://www.carpages.ca/new-cars/ontario/mississauga/2022-ford-f-150-8437845/,2022 Ford F-150,XLT,20KM,Agate Black,"$65,840"
772,https://www.carpages.ca/used-cars/manitoba/winnipeg/2021-audi-q5-8437569/,2021 Audi Q5,Progressiv | Navigation | Sunroof | Heated Steering Wheel,"4,824KM",Navarra Blue Metallic,"$65,000"
773,https://www.carpages.ca/new-cars/british-columbia/surrey/2022-jeep-wrangler-8437236/,2022 Jeep Wrangler,Unlimited Rubicon 4xe  - Heated Seats,20KM,Hydro Blue Pearl,"$79,000"
774,https://www.carpages.ca/used-cars/british-columbia/richmond/2022-tesla-model-3-8436252/,2022 Tesla Model 3,LONG RANGE LIKE NEW,419KM,Pearl White Multi-Coat,"$82,999"
775,https://www.carpages.ca/new-cars/saskatchewan/saskatoon/2022-ram-1500-8433801/,2022 RAM 1500,"Tradesman-4WD, Back Up Camera",27KM,Granite Crystal Metallic,"$56,270"
776,https://www.carpages.ca/used-cars/british-columbia/port-coquitlam/2021-tesla-model-s-8432466/,2021 Tesla Model S,"Plaid - Upgraded Wheels, Full Self Drive, No PST!","2,485KM",Blue,"$193,995"
777,https://www.carpages.ca/new-cars/ontario/mississauga/2022-ford-f-150-8432448/,2022 Ford F-150,F-150 XLT,20KM,Agate Black Metallic,"$64,390"
778,https://www.carpages.ca/new-cars/ontario/mississauga/2022-ford-f-150-8432445/,2022 Ford F-150,XLT,20KM,Space White Metallic,"$65,290"
779,https://www.carpages.ca/used-cars/manitoba/winnipeg/2021-audi-q5-8432298/,2021 Audi Q5,Sportback Progressiv | S-Line Sport Package | Wireless Charging,"7,702KM",Navarra Blue Metallic,"$66,000"
780,https://www.carpages.ca/used-cars/manitoba/winnipeg/2022-audi-q8-8432292/,2022 Audi Q8,Technik | Black Optics | 22 Inch Rims | Brand New,221KM,Mythos Black Metallic,"$114,000"
781,https://www.carpages.ca/used-cars/ontario/sudbury/2021-toyota-rav4-8432178/,2021 Toyota RAV4,Hybrid LE  - Heated Seats -  Apple CarPlay,"54,491KM",White,"$45,375"
782,https://www.carpages.ca/used-cars/british-columbia/abbotsford/2021-tesla-model-y-8431191/,2021 Tesla Model Y,"Standard Range  No PST, AutoPilot 2.5","98,969KM",,"$78,995"
783,https://www.carpages.ca/used-cars/british-columbia/abbotsford/2019-tesla-model-3-8431158/,2019 Tesla Model 3,"LONG RANGE  AWD, Upgraded Wheels","54,680KM",,"$75,920"
784,https://www.carpages.ca/used-cars/nova-scotia/church-point/2018-nissan-leaf-8430561/,2018 Nissan Leaf,SV,"51,538KM",Deep Blue Pearl,"$34,488"
785,https://www.carpages.ca/new-cars/manitoba/winnipeg/2022-toyota-rav4-8430198/,2022 Toyota RAV4,Hybrid XSE TECH PKG/ Factory Order - Custom,CALL,Magnetic Grey Metallic w/Black Roof,"$48,248"
786,https://www.carpages.ca/new-cars/manitoba/winnipeg/2022-toyota-rav4-8430195/,2022 Toyota RAV4,Hybrid XSE Factory Order - Custom,CALL,Blizzard Pearl w/Black Roof,"$44,048"
787,https://www.carpages.ca/new-cars/manitoba/winnipeg/2022-toyota-rav4-8430192/,2022 Toyota RAV4,Hybrid XLE Factory Order - Custom,CALL,Silver Sky Metallic,"$39,783"
788,https://www.carpages.ca/new-cars/manitoba/winnipeg/2022-toyota-venza-8430168/,2022 Toyota Venza,Limited Factory Order - Custom,CALL,Titanium Glow,"$51,723"
789,https://www.carpages.ca/new-cars/manitoba/winnipeg/2022-toyota-venza-8430162/,2022 Toyota Venza,XLE Factory Order - Custom,CALL,Blueprint,"$48,323"
790,https://www.carpages.ca/new-cars/manitoba/winnipeg/2022-toyota-venza-8430159/,2022 Toyota Venza,LE Factory Order - Custom,CALL,Coastal Gray Metallic,"$42,323"
791,https://www.carpages.ca/new-cars/manitoba/winnipeg/2022-toyota-rav4-8430126/,2022 Toyota RAV4,XLE PREMIUM PKG/ Factory Order - Custom,CALL,Ruby Flare Pearl,"$41,123"
792,https://www.carpages.ca/used-cars/ontario/oakville/2019-tesla-model-3-8429562/,2019 Tesla Model 3,"STANDARD RANGE PLUS AUTOPILOT,  ONE OWNER!","136,215KM",Black,"$56,950"
793,https://www.carpages.ca/used-cars/ontario/london/2021-ford-mustang-mach-e-8429475/,2021 Ford Mustang MACH-E,Premium -AWD-Extended 435KMs Range-Pano Roof-91 kW,"11,000KM",Grey,"$84,990"
794,https://www.carpages.ca/new-cars/manitoba/winnipeg/2022-toyota-corolla-8428515/,2022 Toyota Corolla,Hybrid PREMIUM PKG/ Factory Order - Custom,CALL,Celestite,"$30,457"
795,https://www.carpages.ca/new-cars/manitoba/winnipeg/2022-toyota-corolla-8428512/,2022 Toyota Corolla,Hybrid Factory Order - Custom,CALL,White,"$28,387"
796,https://www.carpages.ca/used-cars/ontario/guelph/2018-mitsubishi-outlander-8427867/,2018 Mitsubishi Outlander,"Phev GT AWD, Plug-in Hybrid, Leather, Sunroof, Adaptive Cruise, Heated Wheel + Seats, Lane Departure!","53,000KM",Maroon,"$39,888"
797,https://www.carpages.ca/used-cars/ontario/bolton/2021-mercedes-benz-gle-8427798/,2021 Mercedes-Benz GLE,"AMG GLE 53 4Matic Navigation Panoramic Sunroof Front Seats Massage System Leather 21""Alloy","17,002KM",Red,"$117,989"
798,https://www.carpages.ca/used-cars/manitoba/winnipeg/2021-audi-q5-8426589/,2021 Audi Q5,Progressiv | Sunroof | Wireless Charging | DEMO,"5,159KM",Daytona Gray Pearl,"$64,000"
799,https://www.carpages.ca/used-cars/saskatchewan/moose-jaw/2021-lincoln-corsair-8426541/,2021 Lincoln Corsair,Grand Touring,"3,049KM",PRISTINE WHITE,"$66,987"
800,https://www.carpages.ca/used-cars/british-columbia/port-coquitlam/2020-tesla-model-s-8426427/,2020 Tesla Model S,"Long Range Plus - 600km Range, FSD, PST Exempt!","47,137KM",Black,"$129,995"
801,https://www.carpages.ca/used-cars/british-columbia/port-coquitlam/2014-ford-focus-8426424/,2014 Ford Focus,"Electric - Backup Camera, Navigation, PST Exempt!","45,495KM",Blue,"$18,995"
802,https://www.carpages.ca/new-cars/manitoba/winnipeg/2022-ford-escape-8422932/,2022 Ford Escape,SE Hybrid FACTORY ORDER - ON ITS WAY | 201A |  NAV | ROOF | CO-PILOT360+,10KM,STAR WHITE METALLIC TRI-COAT,"$44,204"
803,https://www.carpages.ca/used-cars/ontario/ottawa/2017-ford-f-150-8421305/,2017 Ford F-150,XLT,"90,337KM",SHADOW BLACK,"$43,999"
804,https://www.carpages.ca/used-cars/ontario/sudbury/2019-toyota-rav4-8421029/,2019 Toyota RAV4,Hybrid LE  - Heated Seats -  Apple CarPlay,"54,420KM",White,"$39,962"
805,https://www.carpages.ca/new-cars/manitoba/winnipeg/2022-bmw-i4-8419985/,2022 BMW i4,eDrive40,1KM,Alpine White,"$79,203"
806,https://www.carpages.ca/used-cars/ontario/ottawa/2018-ford-f-250-8417253/,2018 Ford F-250,Super Duty SRW XLT,"129,257KM",White Gold Metallic,"$50,980"
807,https://www.carpages.ca/used-cars/ontario/oakville/2022-tesla-model-y-8414634/,2022 Tesla Model Y,"PERFORMANCE FULL SELF DRIVING, HEATED STEERING!","2,901KM",White,"$114,950"
808,https://www.carpages.ca/new-cars/ontario/peterborough/2022-ford-explorer-8412570/,2022 Ford Explorer,LIMITED,CALL,FORGED GREEN METALLIC,"$57,944"
809,https://www.carpages.ca/new-cars/ontario/peterborough/2022-ford-f-150-8412558/,2022 Ford F-150,XLT,CALL,Rapid Red,"$67,075"
810,https://www.carpages.ca/new-cars/ontario/peterborough/2022-ford-f-150-8412555/,2022 Ford F-150,XLT,CALL,Oxford White,"$70,035"
811,https://www.carpages.ca/used-cars/british-columbia/mission/2020-tesla-model-y-8412282/,2020 Tesla Model Y,Performance AWD  - Low Mileage,"28,330KM",Pearl White Multi-Coat,"$92,888"
812,https://www.carpages.ca/new-cars/british-columbia/salmon-arm/2022-ford-f-150-8410122/,2022 Ford F-150,4x4 Supercrew-157,CALL,ICONIC SILVER,"$67,070"
813,https://www.carpages.ca/new-cars/british-columbia/salmon-arm/2022-ford-f-150-8410104/,2022 Ford F-150,4X4 KING RANCH - 145,CALL,Antimatter Blue,"$93,015"
814,https://www.carpages.ca/new-cars/british-columbia/salmon-arm/2022-ford-f-150-8410101/,2022 Ford F-150,4x4 Supercrew-145,CALL,Agate Black,"$73,875"
815,https://www.carpages.ca/new-cars/manitoba/winnipeg/2022-jeep-grand-wagoneer-8408445/,2022 Jeep Grand Wagoneer,Series III | Head-Up Display | 7 Passenger Seating |,CALL,Diamond Black Crystal Pearl,"$101,820"
816,https://www.carpages.ca/new-cars/manitoba/winnipeg/2022-jeep-grand-wagoneer-8408442/,2022 Jeep Grand Wagoneer,Series III | Head-Up Display | 7 Passenger Seating |,CALL,Baltic Grey Metallic,"$101,820"
817,https://www.carpages.ca/used-cars/manitoba/winnipeg/2016-toyota-prius-8408256/,2016 Toyota Prius,V 1.8L | Back Up Camera | Keyless Entry,"198,283KM",Midnight Black Metallic,"$26,500"
818,https://www.carpages.ca/new-cars/british-columbia/surrey/2022-jeep-wrangler-8408166/,2022 Jeep Wrangler,Unlimited Rubicon 4xe  -  Skid Plates,CALL,STING-GRAY CLEAR COAT,"$77,900"
819,https://www.carpages.ca/used-cars/manitoba/winnipeg/2021-audi-q8-8406909/,2021 Audi Q8,Progressiv | B&O | Black Optics | S-Line | Trailer Hitch,"6,197KM",Glacier White Metallic,"$97,000"
820,https://www.carpages.ca/used-cars/ontario/mississauga/2017-ford-f-150-8406906/,2017 Ford F-150,XLT,"89,916KM",Ruby Red Metallic Tinted Clearcoat,"$37,998"
821,https://www.carpages.ca/used-cars/ontario/mississauga/2020-ford-f-150-8406867/,2020 Ford F-150,XLT,"100,296KM",Oxford White,"$45,998"
822,https://www.carpages.ca/used-cars/ontario/brampton/2020-ford-fusion-hybrid-8403132/,2020 Ford Fusion Hybrid,No Accidents | Hybrid | Titanium FWD | Certified,"61,578KM",Gray,"$33,800"
823,https://www.carpages.ca/new-cars/manitoba/winnipeg/2022-ram-1500-8402730/,2022 RAM 1500,Tradesman | Backup Camera |,9KM,Patriot Blue Pearl,"$54,530"
824,https://www.carpages.ca/used-cars/manitoba/winnipeg/2020-audi-q8-8402505/,2020 Audi Q8,Technik | Night Vision | Dynamic Ride | Driver Assistance,"19,055KM",Samurai Grey Metallic,"$96,000"
825,https://www.carpages.ca/used-cars/nova-scotia/halifax/2019-ford-fusion-8399478/,2019 Ford Fusion,Energi Titanium,"28,341KM",,"$33,995"
826,https://www.carpages.ca/used-cars/alberta/edmonton/2018-hyundai-ioniq-8398761/,2018 Hyundai IONIQ,Electric Plus,"72,500KM",Black,"$27,297"
827,https://www.carpages.ca/used-cars/ontario/north-york/2012-porsche-cayenne-8398491/,2012 Porsche Cayenne,S Hybrid Navigation/Sunroof/Bose Sound System,"140,000KM",Silver,"$27,995"
828,https://www.carpages.ca/used-cars/ontario/north-york/2013-chevrolet-silverado-1500-8397753/,2013 Chevrolet Silverado 1500,"HYBRID,LOW KM NO ACCCIDENT,CREW CAB","87,000KM",Brown,"$23,900"
829,https://www.carpages.ca/new-cars/saskatchewan/regina/2022-jeep-grand-wagoneer-8397078/,2022 Jeep Grand Wagoneer,Series III,CALL,Diamond Black Crystal Pearl,"$101,074"
830,https://www.carpages.ca/new-cars/saskatchewan/regina/2022-jeep-grand-wagoneer-8397075/,2022 Jeep Grand Wagoneer,Series III 4x4 | Leather | Sunroof | Navigation |,4KM,Diamond Black Crystal Pearl,"$102,179"
831,https://www.carpages.ca/used-cars/ontario/guelph/2017-toyota-rav4-8397030/,2017 Toyota RAV4,"Hybrid Limited AWD, New tires & Brakes Leather, Sunroof, Navigation, Power Liftgate, Lane Departure Warning","75,000KM",Black,"$37,998"
832,https://www.carpages.ca/used-cars/british-columbia/abbotsford/2016-tesla-model-x-8395041/,2016 Tesla Model X,"P90D  Performance, Long Range, AWD","111,551KM",,"$92,498"
833,https://www.carpages.ca/used-cars/quebec/laval/2020-ford-fusion-8394702/,2020 Ford Fusion,Hybrid Titanium Hybride - Sièges en Cuir Chauffant,"85,543KM",Oxford White,"$30,496"
834,https://www.carpages.ca/new-cars/british-columbia/surrey/2022-jeep-wrangler-8394435/,2022 Jeep Wrangler,4xe,CALL,White,"$78,255"
835,https://www.carpages.ca/used-cars/ontario/toronto/2008-lexus-ls-600h-8392083/,2008 Lexus LS 600H,"AWD LONG WHEEL BASE LOADED $147,000 NEW","204,000KM",Grey,"$26,988"
836,https://www.carpages.ca/new-cars/nova-scotia/halifax/2022-volvo-xc60-8391183/,2022 Volvo XC60,R-Design,20KM,SILVER DAWN METALLIC,"$69,545"
837,https://www.carpages.ca/used-cars/ontario/ottawa/2020-ford-f-350-8390649/,2020 Ford F-350,Super Duty SRW XLT,"12,986KM",Oxford White,"$72,937.25"
838,https://www.carpages.ca/used-cars/nova-scotia/yarmouth/2019-ford-fusion-8385852/,2019 Ford Fusion,Energi Titanium,"16,595KM",Blue,"$35,650"
839,https://www.carpages.ca/new-cars/saskatchewan/regina/2022-jeep-wrangler-8382513/,2022 Jeep Wrangler,Sport S,3KM,Black,"$53,629"
840,https://www.carpages.ca/new-cars/saskatchewan/saskatoon/2022-jeep-grand-wagoneer-8381907/,2022 Jeep Grand Wagoneer,Series II,CALL,Silver Zynith,"$89,975"
841,https://www.carpages.ca/used-cars/nova-scotia/dartmouth/2019-ford-fusion-8381700/,2019 Ford Fusion,Energi Titanium,"16,595KM",Blue,"$35,650"
842,https://www.carpages.ca/new-cars/ontario/peterborough/2022-ford-f-150-8381646/,2022 Ford F-150,XLT,CALL,Oxford White,"$68,834"
843,https://www.carpages.ca/new-cars/ontario/peterborough/2022-ford-f-150-8381643/,2022 Ford F-150,XLT,CALL,Atlas Blue Metallic,"$70,019"
844,https://www.carpages.ca/new-cars/ontario/peterborough/2022-ford-f-150-8381622/,2022 Ford F-150,XLT,CALL,Carbonized Grey Metallic,"$69,040"
845,https://www.carpages.ca/new-cars/ontario/peterborough/2022-ford-f-150-8381613/,2022 Ford F-150,XLT,CALL,Agate Black Metallic,"$65,869"
846,https://www.carpages.ca/new-cars/ontario/peterborough/2022-ford-f-150-8381610/,2022 Ford F-150,XLT,CALL,ICONIC SILVER,"$72,744"
847,https://www.carpages.ca/new-cars/ontario/peterborough/2022-ford-f-150-8381601/,2022 Ford F-150,XLT,CALL,Atlas Blue Metallic,"$68,834"
848,https://www.carpages.ca/used-cars/ontario/brantford/2017-nissan-leaf-8380986/,2017 Nissan Leaf,SL |ELECTRIC | LEATHER |NAVIGATION| BOSE |ONLY 19K,"19,284KM",Deep Blue Pearl,"$35,888"
849,https://www.carpages.ca/new-cars/british-columbia/vernon/2022-ford-escape-8380920/,2022 Ford Escape,SEL Hybrid AWD  - $282 B/W,CALL,Carbonized Grey Metallic,"$44,644"
850,https://www.carpages.ca/used-cars/manitoba/winnipeg/2022-tesla-model-3-8379324/,2022 Tesla Model 3,Long Range We Have Another Tesla,"5,581KM",Deep Blue Metallic,"$82,992"
851,https://www.carpages.ca/new-cars/saskatchewan/carlyle/2022-ford-f-150-8378682/,2022 Ford F-150,Limited,12KM,Carbonized Grey Metallic,"$99,655"
852,https://www.carpages.ca/used-cars/saskatchewan/prince-albert/2020-ford-fusion-8377428/,2020 Ford Fusion,"Hybrid Titanium | Sunroof, Navigation.","46,040KM",Black,"$34,873"
853,https://www.carpages.ca/new-cars/saskatchewan/regina/2022-ram-1500-8377029/,2022 RAM 1500,Laramie Sport Crew Cab | Leather | Navigation |,5KM,Granite Crystal Metallic,"$80,594"
854,https://www.carpages.ca/new-cars/ontario/bolton/2022-jeep-wrangler-8376837/,2022 Jeep Wrangler,"4xe Unlimited Rubicon 4x4 Sky 1-Touch Power Top Steel Bumper Group Leather Navigation 17""Alloy",20KM,Black,"$83,400"
855,https://www.carpages.ca/new-cars/ontario/bolton/2022-jeep-wrangler-8376834/,2022 Jeep Wrangler,"4xe Unlimited Rubicon 4x4 Sky 1-Touch Power Top Steel Bumper Group Leather Navigation 17""Alloy",20KM,Grey,"$82,785"
856,https://www.carpages.ca/used-cars/british-columbia/surrey/2020-tesla-model-3-8376408/,2020 Tesla Model 3,STANDARD RANGE PLUS,"19,000KM",White,"$65,995"
857,https://www.carpages.ca/used-cars/ontario/nipigon/2018-ford-f-150-8376207/,2018 Ford F-150,XLT,"64,098KM",Ingot Silver Metallic,"$46,759.50"
858,https://www.carpages.ca/new-cars/ontario/mississauga/2022-ford-f-150-8375982/,2022 Ford F-150,Lariat,CALL,Antimatter Blue Metallic,"$82,115"
859,https://www.carpages.ca/new-cars/manitoba/winnipeg/2022-hyundai-ioniq-8374056/,2022 Hyundai IONIQ,5 Preferred Long Range,16KM,Atlas White,"$51,010"
860,https://www.carpages.ca/new-cars/manitoba/winnipeg/2022-hyundai-tucson-8373999/,2022 Hyundai Tucson,Hybrid Luxury Factory Order - Coming Soon!,16KM,ASH BLACK,"$42,774"
861,https://www.carpages.ca/new-cars/manitoba/winnipeg/2022-hyundai-elantra-8373993/,2022 Hyundai Elantra,Hybrid Preferred Factory Order - Arriving Soon,16KM,SPACE BLACK,"$28,574"
